Airline,Source,Destination,Total_Stops,Price,dept_day,dept_month,dept_hour,dept_minute,arrival_day,arrival_month,arrival_hour,arrival_minute,duration_hours,duration_minutes,Route1,Route2,Route3,Route4,Route5
IndiGo,S_Delhi,D_Cochin,1,6442,15,5,8,35,15,5,16,10,7,35,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2754,9,6,12,0,9,6,13,30,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13941,6,5,16,30,7,5,16,20,23,50,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,6985,24,3,15,20,24,3,17,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,8759,9,6,7,55,9,6,15,45,7,50,DEL,BLR,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,27,5,16,55,27,5,19,55,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10703,6,5,9,35,6,5,21,5,11,30,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,15,6,13,0,16,6,12,35,23,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,26890,1,3,7,0,1,3,15,15,8,15,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,8016,21,6,8,20,21,6,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,2227,21,5,21,20,21,5,22,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14781,15,5,16,30,15,5,22,35,6,5,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,7064,1,4,20,0,2,4,8,15,12,15,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,9,6,6,0,9,6,8,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,12312,24,3,20,20,25,3,9,10,12,50,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,15764,9,3,21,50,10,3,18,50,21,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,11087,12,3,18,55,13,3,12,25,17,30,BLR,BOM,DEL,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,11552,6,3,21,30,7,3,19,15,21,45,DEL,HYD,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13994,9,6,9,35,9,6,19,10,9,35,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,19907,6,3,16,50,8,3,4,25,11,35,DEL,DED,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13339,24,3,6,30,24,3,22,35,16,5,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,12677,6,3,17,20,7,3,9,25,16,5,DEL,MAA,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,11087,12,3,20,35,13,3,23,0,2,25,BLR,BOM,DEL,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8372,27,5,19,0,28,5,19,15,0,15,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Bangalore,D_New Delhi,0,21730,1,3,21,10,2,3,0,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9315,15,5,7,30,15,5,19,0,11,30,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,9258,1,4,12,0,2,4,11,10,23,10,CCU,BBI,BOM,BLR,Not Available
IndiGo,S_Kolkata,D_Bangalore,1,5069,24,5,8,10,24,5,13,0,4,50,CCU,MAA,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,10975,15,6,9,45,16,6,9,25,23,40,DEL,HYD,MAA,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9021,9,5,11,40,10,5,1,30,13,50,DEL,BOM,COK,Not Available,Not Available
GoAir,S_Bangalore,D_Delhi,0,3398,21,6,11,40,21,6,14,30,2,50,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,10467,21,5,13,5,22,5,9,25,20,20,DEL,HYD,MAA,COK,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9345,24,5,20,20,25,5,20,20,0,0,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,5678,1,5,2,55,1,5,4,20,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10919,15,6,14,35,16,6,12,35,22,0,DEL,NAG,BOM,COK,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4423,15,4,4,0,15,4,6,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6027,15,5,15,10,15,5,20,0,4,50,DEL,BLR,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,10203,9,6,20,30,10,6,20,25,23,55,CCU,DEL,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9646,27,6,9,45,27,6,16,10,6,25,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4174,1,4,9,35,1,4,12,20,2,45,CCU,BLR,Not Available,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,4319,12,5,9,30,12,5,12,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4990,21,4,16,55,21,4,19,55,3,0,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,11005,1,3,22,45,2,3,0,10,1,25,BOM,HYD,Not Available,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,4668,6,6,9,45,6,6,12,35,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,16079,21,5,22,50,22,5,4,25,5,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,10405,15,3,8,0,16,3,8,15,0,15,BLR,BOM,DEL,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3332,27,3,17,45,27,3,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,8576,12,5,9,25,12,5,18,30,9,5,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10539,6,6,20,25,7,6,9,45,13,20,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12032,27,3,9,0,27,3,18,50,9,50,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,15136,6,3,9,0,6,3,15,30,6,30,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Bangalore,D_New Delhi,1,7744,1,3,15,35,1,3,23,40,8,5,BLR,HYD,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13377,6,6,10,0,7,6,1,30,15,30,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9187,1,5,20,20,2,5,10,45,14,25,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,3,6,19,15,4,6,19,0,23,45,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,16373,9,3,22,0,10,3,19,15,21,15,DEL,GOI,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,21,5,18,55,22,5,19,50,0,55,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,0,6934,3,6,18,5,3,6,21,10,3,5,DEL,COK,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13941,18,5,20,0,19,5,4,40,8,40,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,12872,27,5,9,35,28,5,12,35,3,0,DEL,IDR,BOM,COK,Not Available
Vistara,S_Bangalore,D_New Delhi,0,12648,1,3,11,30,1,3,14,10,2,40,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3858,18,3,13,20,18,3,15,35,2,15,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,1,6,19,45,2,6,4,25,8,40,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,8542,9,5,18,35,10,5,1,30,6,55,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,3,6,16,0,4,6,4,25,12,25,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,11507,15,6,9,35,16,6,4,25,18,50,DEL,IDR,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,12,5,16,30,13,5,16,20,23,50,CCU,BOM,BLR,Not Available,Not Available
Air Asia,S_Bangalore,D_Delhi,0,3383,15,5,23,55,16,5,2,45,2,50,BLR,DEL,Not Available,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,3807,1,4,19,55,1,4,22,25,2,30,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,1,5,20,20,1,5,22,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,8855,15,3,22,20,16,3,1,10,2,50,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,14214,9,5,14,30,10,5,8,55,18,25,CCU,VNS,DEL,BLR,Not Available
Air India,S_Delhi,D_Cochin,2,13381,3,6,20,15,4,6,19,15,23,0,DEL,CCU,BOM,COK,Not Available
Air India,S_Delhi,D_Cochin,2,11753,6,6,10,55,6,6,19,15,8,20,DEL,GOI,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10031,24,3,8,25,24,3,23,25,15,0,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,18,5,19,45,19,5,12,35,16,50,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3859,18,3,8,20,18,3,10,35,2,15,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13364,1,4,21,10,2,4,8,15,11,5,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,26890,1,3,8,55,2,3,0,45,15,50,BLR,BOM,DEL,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3543,18,6,9,45,18,6,12,0,2,15,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,16704,9,5,23,5,11,5,4,25,5,20,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,3,4,17,45,3,4,20,45,3,0,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,14486,21,3,7,5,21,3,15,30,8,25,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13817,12,3,18,55,13,3,10,25,15,30,BLR,BOM,DEL,Not Available,Not Available
Vistara,S_Delhi,D_Cochin,0,6216,12,6,14,40,12,6,17,50,3,10,DEL,COK,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6818,6,6,5,5,6,6,12,10,7,5,DEL,HYD,COK,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,4423,15,5,9,30,15,5,12,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,12,5,7,10,12,5,10,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10031,24,3,21,10,25,3,19,40,22,30,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,6,5,21,10,7,5,9,20,12,10,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,27,5,13,0,27,5,19,0,6,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,5769,3,6,11,10,3,6,14,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,18959,9,3,8,40,9,3,19,15,10,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13364,1,4,21,10,2,4,4,40,7,30,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14571,9,6,6,30,9,6,16,20,9,50,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4778,1,3,20,25,1,3,23,5,2,40,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,18,5,8,25,18,5,20,45,12,20,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13817,12,3,5,45,12,3,11,25,5,40,BLR,BOM,DEL,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,12723,9,6,5,50,9,6,23,15,17,25,CCU,IXR,DEL,BLR,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,3807,24,6,22,50,25,6,1,20,2,30,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,18,5,17,0,18,5,23,35,6,35,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,5462,6,3,21,5,6,3,22,25,1,20,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,24,4,18,55,24,4,21,50,2,55,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8137,6,5,7,10,7,5,9,5,1,55,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,5678,1,4,2,55,1,4,4,20,1,25,BOM,HYD,Not Available,Not Available,Not Available
GoAir,S_Delhi,D_Cochin,1,5281,27,6,7,0,27,6,12,55,5,55,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,27,5,9,40,28,5,12,35,2,55,DEL,JAI,BOM,COK,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,3782,15,3,22,50,16,3,1,20,2,30,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,15,4,7,10,15,4,10,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10539,6,6,9,35,7,6,10,55,1,20,CCU,DEL,BLR,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,3919,24,4,5,55,24,4,8,35,2,40,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13626,12,6,14,5,12,6,19,50,5,45,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,15764,6,3,11,30,7,3,4,25,16,55,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,19225,6,3,14,5,6,3,21,20,7,15,BLR,BOM,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7888,21,5,10,0,21,5,21,0,11,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4591,9,4,23,30,10,4,2,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,12,6,2,15,12,6,19,0,16,45,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4544,27,4,7,10,27,4,10,10,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13344,1,6,5,30,1,6,12,35,7,5,DEL,BHO,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,9,5,6,30,9,5,19,50,13,20,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,3342,21,3,12,0,21,3,13,25,1,25,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,12,5,15,0,12,5,16,25,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,6144,24,4,7,10,24,4,10,10,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,8574,27,3,7,30,27,3,15,30,8,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,9,5,15,0,10,5,12,35,21,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14571,9,6,16,30,9,6,23,35,7,5,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,9,6,17,30,10,6,4,25,10,55,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2017,27,5,22,45,28,5,0,15,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13555,18,3,14,5,18,3,20,20,6,15,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8066,1,4,9,35,1,4,21,5,11,30,CCU,DEL,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7268,27,6,12,50,27,6,19,15,6,25,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,0,5510,6,5,14,15,6,5,16,45,2,30,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,0,11633,18,3,17,0,18,3,19,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,9,6,17,15,9,6,19,50,2,35,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7514,27,5,7,35,27,5,22,30,14,55,DEL,HYD,COK,Not Available,Not Available
GoAir,S_Delhi,D_Cochin,1,19495,6,3,14,10,6,3,19,20,5,10,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,8266,9,5,7,30,9,5,19,15,11,45,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,7662,6,5,5,50,6,5,13,15,7,25,CCU,IXR,BBI,BLR,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,12,6,10,0,13,6,4,25,18,25,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,3807,24,3,8,20,24,3,10,35,2,15,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,9,5,15,0,10,5,4,25,13,25,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,11992,6,6,9,25,7,6,4,25,19,0,DEL,LKO,BOM,COK,Not Available
IndiGo,S_Delhi,D_Cochin,1,6558,21,3,6,40,21,3,22,20,15,40,DEL,HYD,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,2,10783,18,3,8,50,19,3,23,25,14,35,BLR,BOM,BHO,DEL,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,10407,27,5,9,0,27,5,19,0,10,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,5963,21,3,17,30,22,3,18,50,1,20,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,15704,9,3,7,0,9,3,19,15,12,15,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,18,5,9,35,18,5,12,20,2,45,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3943,12,5,1,30,12,5,4,15,2,45,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,9345,18,5,7,10,18,5,23,25,16,15,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,7192,15,3,11,50,15,3,19,50,8,0,BLR,MAA,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5684,24,6,11,25,25,6,1,30,14,5,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13381,9,6,14,25,10,6,19,15,4,50,DEL,CCU,BOM,COK,Not Available
GoAir,S_Kolkata,D_Bangalore,1,10198,24,3,16,25,25,3,0,5,7,40,CCU,AMD,BLR,Not Available,Not Available
SpiceJet,S_Delhi,D_Cochin,1,5583,24,6,15,45,24,6,22,5,6,20,DEL,MAA,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4148,18,3,22,10,19,3,0,55,2,45,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,27,5,6,20,27,5,7,40,1,20,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4077,1,5,1,30,1,5,4,15,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,17024,3,3,13,55,4,3,4,25,14,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,24,5,16,30,25,5,9,20,16,50,CCU,BOM,BLR,Not Available,Not Available
GoAir,S_Kolkata,D_Bangalore,1,4773,24,3,6,35,24,3,14,25,7,50,CCU,HYD,BLR,Not Available,Not Available
GoAir,S_Kolkata,D_Bangalore,0,3514,27,6,15,20,27,6,17,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,10676,21,5,12,0,22,5,11,10,23,10,CCU,BBI,BOM,BLR,Not Available
Air India,S_Delhi,D_Cochin,2,10651,18,5,19,45,19,5,19,15,23,30,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,1,6,2,15,1,6,12,35,10,20,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,24,5,8,20,24,5,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,15,5,21,10,16,5,16,20,19,10,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,9270,21,3,18,25,22,3,18,50,0,25,DEL,BDQ,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,18371,24,6,9,0,24,6,19,0,10,0,DEL,BOM,COK,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,2575,21,3,19,30,21,3,20,45,1,15,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14571,24,5,8,25,24,5,20,45,12,20,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3597,15,5,14,45,15,5,17,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,12102,24,3,20,20,25,3,18,45,22,25,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,10660,9,3,9,45,10,3,9,25,23,40,DEL,HYD,MAA,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,17024,6,3,18,15,7,3,4,25,10,10,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13377,27,6,13,0,28,6,1,30,12,30,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,6144,24,5,19,50,24,5,22,50,3,0,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3873,24,4,6,55,24,4,9,30,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13082,21,3,13,0,22,3,18,50,5,50,DEL,UDR,BOM,COK,Not Available
Air India,S_Delhi,D_Cochin,2,10975,3,6,9,45,4,6,9,25,23,40,DEL,HYD,MAA,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,2,11966,3,3,13,5,3,3,21,20,8,15,DEL,HYD,MAA,COK,Not Available
GoAir,S_Delhi,D_Cochin,1,9385,21,3,7,0,21,3,12,50,5,50,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7695,21,3,11,40,22,3,1,35,13,55,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4823,3,6,18,25,3,6,21,20,2,55,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,11185,9,6,9,45,10,6,9,25,23,40,DEL,HYD,MAA,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,6,5,6,30,7,5,4,40,22,10,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,10231,3,6,22,0,4,6,19,15,21,15,DEL,GOI,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13082,21,3,18,20,23,3,4,25,10,5,DEL,UDR,BOM,COK,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,5201,24,3,9,0,24,3,11,30,2,30,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4030,6,5,11,10,6,5,14,5,2,55,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,0,6015,18,5,5,35,18,5,8,50,3,15,DEL,COK,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,16497,6,3,10,0,6,3,18,50,8,50,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,7690,9,6,20,40,10,6,9,25,12,45,DEL,MAA,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,9,6,6,30,10,6,4,40,22,10,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,6,6,20,0,7,6,8,15,12,15,CCU,BOM,BLR,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,11096,21,5,10,0,21,5,20,25,10,25,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,3,5,19,50,3,5,22,50,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,1840,27,3,2,55,27,3,4,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,18,6,15,15,18,6,17,45,2,30,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12121,9,5,9,35,9,5,23,35,14,0,CCU,DEL,BLR,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,6253,15,6,20,45,16,6,7,10,10,25,DEL,BLR,COK,Not Available,Not Available
SpiceJet,S_Bangalore,D_New Delhi,1,6315,3,3,15,35,3,3,23,40,8,5,BLR,HYD,DEL,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4174,6,4,22,15,7,4,0,50,2,35,CCU,BLR,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4591,18,4,1,30,18,4,4,15,2,45,BLR,DEL,Not Available,Not Available,Not Available
